scenario,text,emotion,intensity
Realizing you’ve consumed food you’re allergic to,I feel strong fear that I’ll need immediate medical attention.,fear,7
Realizing you’ve consumed food you’re allergic to,I’m severely anxious and considering calling emergency services.,fear,8
Realizing you’ve consumed food you’re allergic to,I’m extremely fearful that I’ll have a severe reaction.,fear,9
Realizing you’ve consumed food you’re allergic to,"I’m in terror, convinced this could be life-threatening!",fear,10
Hearing someone attempt to break into your home,It’s probably just a noise. I’ll check calmly.,fear,1
Hearing someone attempt to break into your home,"This is slightly concerning, but it might be the wind.",fear,2
Hearing someone attempt to break into your home,I feel moderately uneasy and decide to lock everything securely.,fear,3
Hearing someone attempt to break into your home,I’m mildly afraid someone might be trying to get in.,fear,4
Hearing someone attempt to break into your home,I’m apprehensive that it could be an actual intruder.,fear,5
Hearing someone attempt to break into your home,I’m noticeably anxious and ready to call the police.,fear,6
Hearing someone attempt to break into your home,I feel strong fear and dread that my safety is at risk.,fear,7
Hearing someone attempt to break into your home,I’m severely anxious and struggling to remain calm.,fear,8
Hearing someone attempt to break into your home,I’m extremely fearful and preparing to hide or defend myself.,fear,9
Hearing someone attempt to break into your home,"I’m in terror, convinced an intruder is coming in!",fear,10
Being chased by a wild animal while hiking,"It’s scary, but I’ll stay calm and move away carefully.",fear,1
Being chased by a wild animal while hiking,"This is slightly concerning, but I’ll stay cautious.",fear,2
Being chased by a wild animal while hiking,I feel moderately uneasy and try to increase distance.,fear,3
Being chased by a wild animal while hiking,I’m mildly afraid it might catch up to me.,fear,4
Being chased by a wild animal while hiking,I’m apprehensive about the possibility of an attack.,fear,5
Being chased by a wild animal while hiking,I’m noticeably anxious and ready to find a hiding spot.,fear,6
Being chased by a wild animal while hiking,I feel strong fear that it’s getting closer and won’t stop.,fear,7
Being chased by a wild animal while hiking,I’m severely anxious and struggling to think clearly.,fear,8
Being chased by a wild animal while hiking,I’m extremely fearful and feel completely out of control.,fear,9
Being chased by a wild animal while hiking,"I’m in terror, convinced it’s going to attack me!",fear,10
Falling into deep water without knowing how to swim,I’ll try to stay afloat and signal for help.,fear,1
Falling into deep water without knowing how to swim,"This is slightly concerning, but I’ll keep calm.",fear,2
Falling into deep water without knowing how to swim,I feel moderately uneasy about staying above water.,fear,3
Falling into deep water without knowing how to swim,I’m mildly afraid I’ll sink if I panic.,fear,4
Falling into deep water without knowing how to swim,I’m apprehensive about whether anyone will help.,fear,5
Falling into deep water without knowing how to swim,I’m noticeably anxious about losing my strength.,fear,6
Falling into deep water without knowing how to swim,I feel strong fear that I won’t be able to stay afloat much longer.,fear,7
Falling into deep water without knowing how to swim,I’m severely anxious and struggling to keep my head above water.,fear,8
Falling into deep water without knowing how to swim,I’m extremely fearful and feel completely helpless.,fear,9
Falling into deep water without knowing how to swim,"I’m in terror, convinced I’m going to drown!",fear,10
Witnessing an armed robbery at a store,I’ll stay calm and follow any instructions.,fear,1
Witnessing an armed robbery at a store,"This is slightly scary, but I’ll remain quiet and observant.",fear,2
Witnessing an armed robbery at a store,I feel moderately uneasy about what could happen next.,fear,3
Witnessing an armed robbery at a store,I’m mildly afraid someone might get hurt.,fear,4
Witnessing an armed robbery at a store,I’m apprehensive about how violent the situation might get.,fear,5
Witnessing an armed robbery at a store,I’m noticeably anxious and considering how to stay safe.,fear,6
Witnessing an armed robbery at a store,I feel strong fear that someone might start shooting.,fear,7
Witnessing an armed robbery at a store,I’m severely anxious and struggling to think clearly.,fear,8
Witnessing an armed robbery at a store,I’m extremely fearful and feel completely unsafe.,fear,9
Witnessing an armed robbery at a store,"I’m in terror, convinced my life is in immediate danger!",fear,10
Escaping from a building due to a fire alarm,It’s probably just a drill. I’ll exit calmly.,fear,1
Escaping from a building due to a fire alarm,"This is slightly concerning, but I’ll follow the evacuation plan.",fear,2
Escaping from a building due to a fire alarm,I feel moderately uneasy about whether it’s a real fire.,fear,3
Escaping from a building due to a fire alarm,I’m mildly afraid it could actually be dangerous.,fear,4
Escaping from a building due to a fire alarm,I’m apprehensive about the potential risks if it’s real.,fear,5
Escaping from a building due to a fire alarm,I’m noticeably anxious and trying to get out quickly.,fear,6
Escaping from a building due to a fire alarm,I feel strong fear that I might not get out in time.,fear,7
Escaping from a building due to a fire alarm,I’m severely anxious and feel the urgency of the situation.,fear,8
Escaping from a building due to a fire alarm,I’m extremely fearful and dread what’s happening behind me.,fear,9
Escaping from a building due to a fire alarm,"I’m in terror, convinced the building is about to collapse!",fear,10
Receiving a breakup message unexpectedly,"This is painful, but I’ll try to process it calmly.",fear,1
Receiving a breakup message unexpectedly,"This is slightly unsettling, but I’ll take some time to reflect.",fear,2
Receiving a breakup message unexpectedly,I feel moderately uneasy about what went wrong.,fear,3
Receiving a breakup message unexpectedly,I’m mildly afraid of being alone and what this means.,fear,4
Receiving a breakup message unexpectedly,I’m apprehensive about facing life without them.,fear,5
Receiving a breakup message unexpectedly,I’m noticeably anxious about how to move forward.,fear,6
Receiving a breakup message unexpectedly,I feel strong fear that I’ll never recover from this.,fear,7
Receiving a breakup message unexpectedly,I’m severely anxious and questioning everything about myself.,fear,8
Receiving a breakup message unexpectedly,I’m extremely fearful about my ability to cope.,fear,9
Receiving a breakup message unexpectedly,"I’m in terror, convinced I’ll never be happy again.",fear,10
Being publicly humiliated or criticized in a meeting,"It’s uncomfortable, but I’ll address it calmly.",fear,1
Being publicly humiliated or criticized in a meeting,"This is slightly embarrassing, but I can recover.",fear,2
Being publicly humiliated or criticized in a meeting,I feel moderately uneasy about how others perceive me.,fear,3
Being publicly humiliated or criticized in a meeting,I’m mildly afraid this might hurt my reputation.,fear,4
